name,year,match_method,omdb_title,omdb_year,Plot,Genre_full,Actors_full,Writer_full,Director_full,imdbRating_omdb
The Prince of Egypt,1998,exact,The Prince of Egypt,1998,"This is the extraordinary tale of two brothers named Rameses II (Ralph Fiennes) and Moses (Val Kilmer), one born of royal blood, and one an orphan with a secret past. Growing up the best of friends, they share a strong bond of free-spirited youth and good-natured rivalry. But the truth will ultimately set them at odds, as one becomes the ruler of the most powerful empire on Earth, and the other the chosen leader of his people. Their final confrontation will forever change their lives and the world.","Animation, Adventure, Drama","Val Kilmer, Ralph Fiennes, Michelle Pfeiffer","Philip LaZebnik, Nicholas Meyer","Brenda Chapman, Steve Hickner, Simon Wells",7.2
Stepmom,1998,exact,Stepmom,1998,"Anna and Ben, the two children of Jackie and Luke, must cope with the fact that their parents divorced and their father is now with successful photographer Isabel. She does her best to treat the kids in a way that makes them still feel at home when they're with their dad, but she also loves her work and doesn't plan to give it up. But full-time mother Jackie finds Isabel's efforts offensively insufficient and can't understand that work can be important to her as well as the kids. The conflict between them is deepened by the sudden diagnosis of cancer, which might be deadly for Jackie. They all have to learn a little in order to grow together.","Comedy, Drama","Julia Roberts, Susan Sarandon, Ed Harris","Gigi Levangie, Jessie Nelson, Steven Rogers",Chris Columbus,6.8
The Waterboy,1998,exact,The Waterboy,1998,"Bobby Boucher is the lowly waterboy for a college football team, until the coach discovers his amazing talent for tackling people much bigger than him. He signs the Waterboy as the new star player, but Bobby must keep it secret from his overbearing and domineering mother.","Comedy, Sport","Adam Sandler, Kathy Bates, Henry Winkler","Tim Herlihy, Adam Sandler",Frank Coraci,6.2
Blast from the Past,1998,fuzzy,Blast from the Past,1999,"Adam Weber is the child of an eccentric inventor and his wife. Following a bomb scare in the 1960s that locked the Webers in their bomb shelter for 35 years, Adam Weber must venture out into Los Angeles and obtain food and supplies for his family. He meets Eve, who reluctantly agrees to help him out.","Comedy, Drama, Romance","Brendan Fraser, Alicia Silverstone, Christopher Walken","Bill Kelly, Hugh Wilson",Hugh Wilson,6.7
Star Trek: Insurrection,1998,exact,Star Trek: Insurrection,1998,"While on a mission to observe the peaceful Ba'ku race, Lieutenant Commander Data suddenly behaves as if having to fear for his existence. The immortal Ba'ku, whose planet offers regenerative radiation, and therefore incredible lifespans, live in harmony with nature and reject advanced technology. Their planet and their culture is secretly researched by the Federation associated with an alien race called the Son'a. But the Son'a intend to abduct the Ba'ku in order to take the planet for themselves and for the Starfleet officials who all would like to regenerate their bodies. But they did not think of the loyalty of Captain Jean-Luc Picard and the crew of the U.S.S. Enterprise NCC-1701-E to the Prime Directive.","Action, Adventure, Sci-Fi","Patrick Stewart, Jonathan Frakes, Brent Spiner","Rick Berman, Michael Piller",Jonathan Frakes,6.4
The Man in the Iron Mask,1998,exact,The Man in the Iron Mask,1998,"Paris is starving, but the King of France is more interested in money and bedding women. When a young soldier dies for the sake of a shag, Aramis, Athos and Porthos band together with a plan to replace the king. Unknown to many, there is a 2nd king, a twin, hidden at birth, then imprisoned for 6 years behind an iron mask. All that remains now is D'Artagnan, will he stand against his long time friends, or do what is best for his country?","Action, Adventure, Drama","Leonardo DiCaprio, Jeremy Irons, John Malkovich","Alexandre Dumas, Randall Wallace",Randall Wallace,6.5
Enemy of the State,1998,exact,Enemy of the State,1998,"Robert Clayton Dean (Will Smith) is a mild-mannered lawyer who works in Washington, D.C. He is on the trail of a kingpin named Paulie Pintero (Tom Sizemore). Meanwhile, a politician named Thomas Brian Reynolds (Jon Voight) is negotiating with Representative Phillip Hammersley (Jason Robards, Jr.) about a new surveillance system with satellites. But, Hammersley declines; Reynolds has Hammersley killed, but the murder is caught on tape, and the taper is chased by Reynolds' team of N.S.A. Agents. The guy must ditch the tape, so he plants it on Dean (unbeknownst to Dean). Then, the N.S.A. decides to get into Dean's life. That is when Dean's life began to fall apart all around him, with his wife and job both gone. Dean wants to find out what is going on. Then, he meets a man named ""Brill"" (Gene Hackman), who tells him that Dean has something that the government wants. Dean and Brill formulate a plan to get Dean's life back and turn the tables on Reynolds.","Action, Thriller","Will Smith, Gene Hackman, Jon Voight",David Marconi,Tony Scott,7.3
The Celebration,1998,exact,The Celebration,1998,"When a father turns 60, his large family gathers at a castle to celebrate him. Everybody likes and respects him deeply--or do they? The youngest son is trying to live up to his father's expectations; he runs a grill-bar in a dirty part of Copenhagen. The oldest son runs a restaurant in France; the sister is an anthropologist. The older sister has recently committed suicide and the father asks the oldest son to say a few words about her, because he is afraid he will break into tears if he does it himself. The oldest son agrees without argument. Actually he has already written two speeches. A yellow and a green one. At the table, he asks the father to pick a speech. The father chooses green. The oldest son announces that this is the Speech of Truth. Everybody laughs, except for the father, who looks nervous: he knows that his oldest son is about to reveal the secret of why his sister killed herself.",Drama,"Ulrich Thomsen, Henning Moritzen, Thomas Bo Larsen","Thomas Vinterberg, Mogens Rukov",Thomas Vinterberg,8.0
Urban Legend,1998,exact,Urban Legend,1998,"Urban Legend tells the story of a group of pretty college students at a remote New England university. The focus of the story is Natalie, a beautiful, academically-gifted student at the fictional Pendleton University. Natalie and her friends are all involved in the Folklore class being taught by Professor Wexler. Wexler regales his class with urban legends, which include Pendleton's own urban legend about a Psych professor who murdered six students at Stanley Hall 25 years ago. Natalie is the first one to suspect there's a killer on campus, especially after she has ties to all of the victims. No one, including her friends, Wexler, Dean Adams and security guard, of course, believes her until it's too late. Now she finds that she and her friends are part of the killer's ultimate urban legend.","Horror, Mystery, Thriller","Jared Leto, Alicia Witt, Rebecca Gayheart",Silvio Horta,Jamie Blanks,5.6
Fallen,1998,exact,Fallen,1998,"Det. John Hobbes is convinced that when killer Edgar Reese is executed, all of his troubles are over. But when people he knows and people on the street start to sing the same tune that Reese sang in the gas chamber, and those same people taunt him, he is told that maybe the cursed fallen angel Azazel is behind it all. Azazel is cursed to roam the Earth without a form, and he can switch bodies by any contact, making him hard to track. When Hobbes is forced to kill a man possessed by Azazel, he must clear his name while protecting his family and others from the evil, vengeful Azazel.","Action, Crime, Drama","Denzel Washington, John Goodman, Donald Sutherland",Nicholas Kazan,Gregory Hoblit,7.0
Ronin,1998,exact,Ronin,1998,"Ronin is the Japanese word used for Samurai without a master. In this case, the Ronin are outcast specialists of every kind, whose services are available to everyone - for money. Dierdre (undoubtedly from Ireland) hires several Ronin to form a team in order to retrieve an important suitcase from a man who is about to sell it to the Russians. After the mission has been completed successfully, the suitcase immediately gets switched by a member of the team who seems to work into his own pocket. The complex net of everyone tricking everyone begins to surface slowly, and deadly...","Action, Crime, Thriller","Robert De Niro, Jean Reno, Natascha McElhone","J.D. Zeik, David Mamet",John Frankenheimer,7.2
Lost in Space,1998,exact,Lost in Space,1998,"In the year 2058, the Earth will soon be uninhabitable after the irreversible effects of pollution and global warming! Professor John Robinson, lead scientist of the Jupiter 2 Mission, will lead his family to the habitable planet Alpha Prime to prep it for colonization. The Jupiter 2 is equipped with a hyperdrive that allows faster-than-light travel, which will eventually be employed to evacuate the citizens of Earth. However hypergates must be constructed on Earth and Alpha Prime to provide stable points of departure and arrival. Dr. Zachary Smith is bribed by a terrorist organization to sabotage the mission, and ends up an unwilling stowaway as the ship blasts off.","Action, Adventure, Sci-Fi","Gary Oldman, William Hurt, Matt LeBlanc","Irwin Allen, Akiva Goldsman",Stephen Hopkins,5.2
